,EmpNumber,Age,Gender,Edu_Background,MaritalStatus,Emp_Dept,Emp_JobRole,Busi_Trav_Freq,Dist_From_Home,Emp_Edu_Level,Emp_Envi_Satisfaction,Emp_Hour_Rate,Emp_Job_Involvement,EmpJobLevel,EmpJobSatisfaction,Num_Comp_worked,OverTime,Last_Sal_Hike_Perc,Emp_Rel_Satisfaction,Tot_WorkExp,TrainingTimes_LastYear,EmpWork_LifeBal,Exp_At_ThisComp,Curr_Role_Exp,Since_LastPromo,Curr_Manager_Years,Attrition,Performance_Rating
1117,E100847,50,1,5,1,5,12,2,29,4,2,88,2,4,3,0,0,15,2,28,2,3,27,10,15,7,No,2
1118,E100852,47,0,4,0,5,17,2,2,2,1,65,3,2,4,5,0,13,3,20,2,3,5,0,0,4,No,2
1119,E100853,46,1,5,1,5,12,2,2,3,1,51,3,4,3,6,0,13,3,26,2,1,3,2,0,1,No,2
1120,E100855,35,1,5,2,5,17,2,22,3,4,46,1,1,3,0,0,15,3,6,2,3,5,4,4,3,No,2
1121,E100856,54,0,5,2,5,17,2,8,4,3,42,3,2,3,7,0,11,3,19,3,3,1,0,0,0,No,2
1122,E100857,34,1,5,0,5,12,2,2,4,4,62,2,1,3,3,0,12,3,14,3,3,7,3,5,7,No,2
1123,E100858,46,0,3,1,4,18,2,10,3,3,94,2,3,4,2,1,19,3,15,3,3,3,2,1,2,No,2
1124,E100859,31,1,5,0,5,12,2,9,1,3,33,3,3,2,1,0,25,4,13,6,4,13,8,0,8,No,2
1125,E100860,33,1,4,1,5,12,2,15,1,2,56,3,3,3,7,1,12,4,15,2,4,7,6,7,7,Yes,1
1126,E100862,33,1,4,0,5,17,2,10,1,1,38,1,1,4,7,0,13,1,8,2,3,4,3,1,3,Yes,2
1127,E100863,30,1,3,2,4,14,2,7,1,4,57,3,1,2,0,0,14,1,4,3,3,3,2,1,2,No,2
1128,E100864,35,1,5,1,5,12,2,16,3,4,72,3,3,3,4,1,12,3,10,2,3,8,7,0,0,No,2
1129,E100865,31,1,5,1,5,17,1,20,3,1,66,3,3,3,3,0,12,1,12,2,3,1,0,0,0,Yes,2
1130,E100868,34,0,0,0,2,9,1,23,3,2,43,3,3,1,9,1,15,3,11,2,3,3,2,0,2,Yes,2
1131,E100869,42,1,1,1,0,5,1,5,2,2,97,3,1,3,4,0,17,4,8,4,3,2,2,2,0,No,2
1132,E100870,36,1,4,2,4,18,0,10,4,2,32,3,3,4,1,0,14,4,10,3,2,10,3,9,7,No,1
1133,E100871,22,1,2,2,5,12,1,4,1,3,99,2,1,3,5,0,16,3,4,3,3,2,2,1,2,Yes,2
1134,E100873,48,0,3,1,4,18,2,2,5,2,37,3,2,4,2,0,14,1,14,2,3,9,7,6,7,No,1
1135,E100875,55,0,5,2,4,11,2,18,5,1,83,3,4,2,3,0,23,4,37,2,3,10,9,7,7,No,1
1136,E100877,41,1,5,2,4,18,0,10,2,4,56,3,2,4,7,0,14,4,16,3,3,14,3,1,10,No,2
1137,E100878,35,1,3,1,4,18,2,1,3,2,85,3,2,3,9,0,11,3,15,2,3,11,9,6,9,No,1
1138,E100880,39,0,5,1,5,17,1,8,1,3,48,3,1,3,1,0,11,1,8,3,3,8,3,0,7,No,2
1139,E100882,31,1,5,2,4,18,2,2,1,2,77,3,2,4,4,1,13,3,10,2,4,6,5,0,5,No,2
1140,E100883,42,1,4,1,5,17,2,24,3,4,56,3,3,1,1,1,21,4,10,5,2,10,9,5,8,No,0
1141,E100884,45,1,1,1,4,18,2,2,3,4,61,3,2,2,0,0,19,2,9,3,4,8,7,3,7,No,2
1142,E100890,33,0,4,0,5,17,2,1,5,1,95,4,4,3,4,0,19,3,10,2,3,6,1,0,5,No,2
1143,E100891,31,1,5,0,4,11,2,7,3,3,44,2,3,4,9,0,21,3,10,3,2,5,4,0,1,No,0
1144,E100892,18,1,3,2,4,14,1,5,3,2,69,3,1,2,1,1,14,4,0,3,3,0,0,0,0,Yes,2
1145,E100893,40,1,1,0,4,18,0,28,3,3,58,1,3,1,3,0,15,3,20,2,3,1,0,0,1,No,2
1146,E100894,41,0,1,2,5,17,0,2,4,1,62,2,2,3,2,1,17,1,10,3,3,8,7,0,7,No,2
1147,E100898,35,0,4,2,4,18,2,1,3,1,80,3,2,3,1,0,16,4,5,3,3,5,4,0,3,No,2
1148,E100899,34,1,5,2,4,18,2,21,4,4,74,4,2,4,1,0,12,4,10,3,3,10,7,5,7,No,2
1149,E100900,26,1,2,2,5,17,2,24,3,3,66,1,1,4,1,1,18,2,1,3,1,1,0,0,0,Yes,2
1150,E100901,37,0,2,2,5,17,2,1,3,2,59,3,3,4,4,0,17,4,12,3,4,6,5,1,2,No,0
1151,E100902,46,0,4,1,5,12,1,18,1,1,86,3,3,3,5,0,11,4,28,3,2,2,2,1,2,No,1
1152,E100903,41,0,5,1,4,11,2,2,5,2,91,3,4,1,7,0,16,2,22,2,3,18,16,11,8,No,1
1153,E100908,52,1,2,0,5,17,2,6,2,4,78,3,2,1,3,1,12,2,18,3,3,10,9,6,9,No,2
1154,E100912,38,0,4,1,0,5,2,10,3,3,76,3,2,3,3,0,19,3,18,4,3,1,0,0,0,No,2
1155,E100913,37,0,5,1,5,17,2,1,4,2,65,3,2,2,6,0,12,2,8,2,2,6,5,4,3,No,2
1156,E100916,49,1,5,0,5,12,2,18,4,4,58,2,5,3,1,1,17,3,31,5,3,31,9,0,9,No,2
1157,E100917,24,1,4,1,5,17,2,23,3,2,89,4,1,4,1,1,11,2,6,3,3,6,5,1,4,No,2
1158,E100919,26,1,3,1,4,18,2,28,2,1,66,3,2,2,1,0,20,4,6,5,4,5,3,1,4,No,2
1159,E100921,24,1,1,1,5,17,2,17,2,4,94,2,1,2,1,0,21,4,1,2,3,1,0,0,0,No,0
1160,E100922,50,1,4,1,2,11,1,3,3,1,99,3,5,2,1,0,11,3,32,2,3,32,5,10,7,No,1
1161,E100923,25,1,4,1,4,14,2,13,1,2,40,3,1,3,1,0,11,3,7,1,3,7,4,0,6,No,2
1162,E100925,24,0,5,1,5,12,1,7,3,1,55,3,1,3,1,1,16,4,6,4,3,6,3,1,2,Yes,1
1163,E100927,34,1,5,1,5,17,2,1,2,2,83,2,1,4,1,1,13,4,6,3,3,6,5,1,3,No,2
1164,E100928,31,1,4,0,4,18,2,13,4,2,46,3,2,1,2,0,17,3,9,2,1,3,1,1,2,Yes,2
1165,E100931,31,1,4,0,4,18,2,6,4,1,66,4,2,4,4,0,22,4,13,4,4,7,7,5,7,No,1
1166,E100933,27,0,4,0,5,17,2,6,4,1,66,2,1,3,0,0,12,3,6,5,2,5,3,0,3,No,2
1167,E100934,37,1,3,1,4,18,2,2,3,4,75,3,2,3,4,1,11,3,17,3,2,3,0,1,0,No,2
1168,E100937,42,0,5,1,5,17,2,2,4,3,81,3,2,4,1,0,13,2,10,4,3,10,2,2,2,No,2
1169,E100939,43,1,1,0,5,17,2,6,4,2,50,2,4,4,4,1,14,3,21,3,2,1,0,0,0,No,2
1170,E100940,38,0,5,2,5,17,2,1,1,3,43,3,1,1,3,0,17,4,8,3,2,0,0,0,0,No,2
1171,E100941,43,1,4,0,5,12,1,9,5,4,72,3,2,3,3,1,13,2,10,3,3,8,7,4,7,No,2
1172,E100942,48,0,5,1,5,12,2,1,4,4,40,2,4,1,7,0,11,1,21,3,1,3,2,0,2,No,2
1173,E100943,44,0,5,2,2,9,2,1,4,1,50,2,2,3,4,0,11,2,10,1,4,2,2,0,2,No,2
1174,E100944,34,0,2,0,4,14,2,14,3,3,31,3,1,3,1,1,18,4,8,3,3,8,2,0,6,No,2
1175,E100945,27,1,3,0,4,14,2,2,1,3,85,3,1,1,0,0,11,2,5,3,3,4,3,0,2,Yes,2
1176,E100947,21,1,2,2,4,14,2,22,1,3,49,3,1,3,1,0,11,3,3,2,3,3,2,1,2,No,2
1177,E100949,44,1,1,1,5,12,2,3,4,4,35,3,5,4,4,1,12,1,26,2,4,2,2,0,1,No,2
1178,E100953,22,1,4,1,5,17,2,6,1,1,69,3,1,3,0,0,20,4,3,3,3,2,2,2,2,No,2
1179,E100957,32,0,5,1,5,17,2,9,4,1,92,3,2,4,1,1,12,4,6,2,2,6,4,0,5,No,2
1180,E100958,30,0,4,0,5,17,1,3,3,3,71,3,1,3,1,0,20,3,1,2,3,1,0,0,0,No,0
1181,E100961,34,1,5,1,5,12,2,1,5,2,42,3,1,4,1,0,12,4,10,4,2,10,9,8,8,No,2
1182,E100964,26,0,5,1,5,17,2,6,3,3,71,3,1,4,1,1,13,3,3,2,3,3,2,0,2,No,2
1183,E100967,37,1,1,1,5,17,2,3,3,3,36,3,3,3,1,0,15,3,10,2,3,10,7,7,8,No,2
1184,E100968,29,0,4,1,4,18,2,3,2,2,62,3,2,3,1,0,14,1,6,5,2,6,0,1,2,No,2
1185,E100969,35,1,5,2,5,12,2,6,4,2,82,1,2,4,1,0,13,2,17,3,3,17,11,11,8,No,2
1186,E100976,54,1,4,1,2,9,2,19,4,3,88,3,3,2,2,0,15,3,16,1,4,9,7,7,1,No,2
1187,E100977,36,1,4,0,5,17,2,9,2,2,48,2,2,2,2,1,11,3,13,2,3,3,2,0,2,No,2
1188,E100979,20,1,4,2,5,12,2,10,1,4,32,3,1,3,1,1,11,4,1,5,3,1,0,1,1,Yes,2
1189,E100980,33,1,5,2,5,12,1,3,3,1,70,3,1,1,1,1,11,1,10,3,3,10,8,9,7,Yes,2
1190,E100983,23,1,4,1,5,17,2,4,3,1,58,4,1,1,2,0,16,1,5,3,4,3,2,0,2,No,0
1191,E100985,25,1,5,1,4,18,2,8,3,4,57,4,2,2,0,0,22,3,4,4,3,3,2,1,2,No,0
1192,E100987,38,0,3,2,4,18,2,7,4,4,46,2,2,4,0,0,20,1,8,2,3,7,7,0,5,No,0
1193,E100988,29,1,5,0,5,17,1,1,4,2,76,1,1,4,1,0,18,4,10,5,3,10,7,2,8,No,2
1194,E100990,48,1,3,1,4,18,2,2,1,2,56,4,2,2,3,0,12,4,12,3,3,2,2,2,2,No,2
1195,E100992,27,0,4,0,4,18,1,3,1,4,71,4,2,4,1,1,20,2,6,3,3,6,5,0,4,No,0
1196,E100993,37,1,5,2,5,12,2,10,2,4,80,4,1,4,3,0,17,1,4,2,3,1,0,0,0,No,2
1197,E100994,50,1,4,1,5,12,2,28,1,4,74,4,1,3,1,1,11,3,20,3,3,20,8,3,8,No,2
1198,E100995,34,0,4,2,0,5,2,9,3,4,46,2,3,2,1,0,14,2,9,3,4,8,7,7,7,No,2
1199,E100998,24,0,5,2,4,18,2,3,2,1,65,3,2,3,9,0,14,1,4,3,3,2,2,2,0,Yes,1
